timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
523312474,30.6571726456481,-84.20851696179808,67.72768,34.89685,-0.0,0.006746775,0.003972477,0.0021631345,0.41629592,0.7495476,1.1567949,0.0,2,0,0,0
523511668,30.657172671909365,-84.20851697316367,67.7237,34.895294,-0.0,-0.003411904,0.01687644,0.0068521365,0.41624776,0.74954695,1.1566763,0.0,2,0,0,0
523711690,30.657172688616324,-84.20851698991402,67.719284,34.893265,-0.0,-0.015174942,0.0149844745,0.008043402,0.4163421,0.7495263,1.1565299,0.0,2,0,0,0
523918883,30.657172711412382,-84.20851700574465,67.71716,34.894836,-0.0,0.006489825,0.0045738374,0.014368336,0.41619983,0.7497109,1.156723,0.0,2,0,0,0
524118868,30.65717274067467,-84.20851701073747,67.71744,34.896408,-0.0,0.0044100126,0.0066083767,0.010443012,0.4162529,0.7496942,1.1571649,0.0,2,0,0,0
524326068,30.657172762063894,-84.20851701902106,67.72037,34.903015,-0.0,-0.011566578,0.015303029,0.007318389,0.41639322,0.74988353,1.1573453,0.0,2,0,0,0
524526068,30.65717278906223,-84.2085170232077,67.72232,34.90737,-0.0,0.00012373202,0.008081926,0.002749599,0.4163551,0.74985427,1.1571712,0.0,2,0,0,0
524725278,30.657172812684063,-84.20851702271963,67.72005,34.90744,-0.0,0.0030808602,-0.00075082324,0.0010006011,0.41600734,0.7498615,1.1576316,0.0,2,0,0,0
524933271,30.657172828441148,-84.2085170242999,67.71799,34.90772,-0.0,0.00022431755,0.011568358,0.0068717725,0.41616404,0.75002265,1.1577699,0.0,2,0,0,0
525136468,30.65717285044039,-84.20851702336677,67.713524,34.90564,-0.0,-0.008963972,0.014173785,0.0009874566,0.41637596,0.7500921,1.1577488,0.0,2,0,0,0
525336498,30.65717287519836,-84.20851701544927,67.70999,34.904503,-0.0,0.0028377515,-0.002065672,0.012748747,0.41619796,0.7500916,1.1576036,0.0,2,0,0,0
525535668,30.657172888164567,-84.20851700474638,67.70713,34.90409,-0.0,0.0010702957,0.009324776,0.0048281266,0.41565567,0.7500865,1.1574374,0.0,2,0,0,0
525742868,30.657172904864552,-84.20851699634379,67.702934,34.902306,-0.0,-0.00951126,0.017261792,0.012348641,0.41569072,0.7502753,1.1576173,0.0,2,0,0,0
525942874,30.657172922814294,-84.20851698945789,67.70064,34.90253,-0.0,-4.916219e-07,0.014741479,0.004963965,0.4176581,0.7502573,1.1574545,0.0,2,0,0,0
526146074,30.657172947361058,-84.20851697773152,67.69985,34.9042,-0.0,0.020552155,0.0074930186,-0.004311933,0.41830587,0.75024563,1.1573229,0.0,2,0,0,0
526354073,30.6571729810218,-84.20851696042408,67.70587,34.912548,-0.0,-0.007078252,0.014593955,-0.0048940526,0.42107296,0.7505106,1.1576247,0.0,2,0,0,0
526553271,30.657173027681708,-84.20851688759356,67.732544,34.94123,-0.0,0.032946654,0.06042394,-0.1593107,0.4262788,0.75050557,1.1580882,0.0,2,0,0,0
526753273,30.657173118424275,-84.20851670261335,67.83348,35.04333,-0.0,0.057080276,0.10897013,-0.6227624,0.4262499,0.75048834,1.1579089,0.0,2,0,0,0
526960468,30.657173303039585,-84.20851644282668,68.05335,35.263103,-0.0,0.11349964,0.116855316,-1.1295635,0.42411134,0.7484202,1.156521,0.0,2,0,0,0
527159668,30.657173557711772,-84.20851616945765,68.36274,35.57151,-0.0,0.1308672,0.100331,-1.558344,0.4211959,0.75075465,1.1573144,0.0,2,0,0,0
527359672,30.657173856162146,-84.20851596536416,68.71798,35.92501,-0.0,0.15908219,0.052130915,-1.6122551,0.41873142,0.75080764,1.1577647,0.0,2,0,0,0
527567668,30.65717421762559,-84.20851589879173,69.073456,36.278255,-0.0,0.1704391,-0.0137512535,-1.6107795,0.41715765,0.7487275,1.1557989,0.0,2,0,0,0
527770874,30.657174591875144,-84.20851597264604,69.40029,36.60233,-0.0,0.17696112,-0.06925987,-1.6073745,0.41596225,0.7488523,1.1563938,0.0,2,0,0,0
527970068,30.65717491338505,-84.20851612295651,69.71446,36.91402,-0.0,0.16263762,-0.08734651,-1.6175097,0.36338165,0.74886614,1.1562622,0.0,2,0,0,0
528178068,30.65717526392836,-84.20851628799188,70.04133,37.238102,-0.0,0.13059674,-0.09421696,-1.6374604,0.36174554,0.74890214,1.1569924,0.0,2,0,0,0
528377268,30.657175545753795,-84.20851647352761,70.360596,37.554535,-0.0,0.11205342,-0.10143837,-1.6592665,0.35986578,0.748791,1.1568416,0.0,2,0,0,0
528577276,30.657175754579526,-84.20851663834115,70.67999,37.87123,-0.0,0.070253894,-0.09554476,-1.6500518,0.3596082,0.7488558,1.1566567,0.0,2,0,0,0
528784504,30.65717593558275,-84.20851677178632,71.00942,38.198067,-0.0,0.047199808,-0.07078311,-1.670671,0.3599828,0.74945223,1.1567856,0.0,2,0,0,0
528983677,30.65717608595733,-84.20851685823503,71.33468,38.520985,-0.0,0.025550652,-0.054744653,-1.6863081,0.36090815,0.7500996,1.1572291,0.0,2,0,0,0
529191683,30.657176218820652,-84.20851690459435,71.67878,38.862793,-0.0,0.0018673101,-0.04123576,-1.6622416,0.36181656,0.75114644,1.1573477,0.0,2,0,0,0
529390868,30.65717630200938,-84.20851691397571,72.00802,39.190163,-0.0,-0.0022286195,-0.027737347,-1.6864283,0.36351994,0.75199217,1.1571786,0.0,2,0,0,0
529598895,30.657176496247374,-84.20851689259503,72.35503,39.534893,-0.0,0.16229063,0.033124592,-1.7338169,0.3656739,0.7530486,1.1578867,0.0,2,0,0,0
529798109,30.657177221406876,-84.20851666978487,72.701546,39.87854,-0.0,0.6060585,0.18107513,-1.8059614,0.36571065,0.7536434,1.1577055,0.0,2,0,0,0
529998081,30.657179029836392,-84.20851597631517,73.06949,40.2429,-0.0,1.3430685,0.47436273,-1.909871,0.3633946,0.75410044,1.1580971,0.0,2,0,0,0
530201271,30.65718242699083,-84.20851451123424,73.451485,40.620686,-0.0,2.159772,0.81565446,-1.8837762,0.3590995,0.7543708,1.1579024,0.0,2,0,0,0
530408468,30.65718712427188,-84.20851232168891,73.85716,41.022858,-0.0,2.5393543,0.9771654,-1.9569205,0.36075097,0.7550801,1.1581496,0.0,2,0,0,0
530608468,30.6571918069791,-84.20851004800804,74.24404,41.406857,-0.0,2.449837,0.86850786,-1.9702923,0.3666226,0.7551361,1.157934,0.0,2,0,0,0
530816468,30.657196175409723,-84.20850836851278,74.63735,41.7962,-0.0,2.182395,0.42240158,-1.9498492,0.36967084,0.7555045,1.1580619,0.0,2,0,0,0
531015705,30.657199802515656,-84.2085079485313,74.98804,42.144447,-0.0,2.007904,0.020987505,-1.8027842,0.3894816,0.7553747,1.1578447,0.0,2,0,0,0
531218868,30.65720312684627,-84.2085082663211,75.336075,42.490326,-0.0,1.8778195,-0.08565169,-1.8282361,0.39056435,0.75517744,1.1582509,0.0,2,0,0,0
531418868,30.65720611935468,-84.20850852288343,75.69558,42.84788,-0.0,1.7272172,0.120832354,-1.8873215,0.38277227,0.75507253,1.1587785,0.0,2,0,0,0
531626068,30.657208881898665,-84.20850794142902,76.07246,43.22279,-0.0,1.5073901,0.6251055,-1.8549486,0.37643144,0.755097,1.1588748,0.0,2,0,0,0
531826076,30.65721111475178,-84.20850629697416,76.40753,43.556896,-0.0,1.3093619,0.9748514,-1.702004,0.37261966,0.754754,1.1586223,0.0,2,0,0,0
532033317,30.657213080104977,-84.2085041499684,76.74162,43.889748,-0.0,1.1150084,0.98930657,-1.8171422,0.36938062,0.7546994,1.1592925,0.0,2,0,0,0
532232484,30.657214599423565,-84.20850230428476,77.101585,44.24872,-0.0,0.86405075,0.8220462,-1.8819263,0.363796,0.75437516,1.159063,0.0,2,0,0,0
532432468,30.657215551361578,-84.20850100570092,77.48125,44.627693,-0.0,0.44528005,0.55069,-1.8927791,0.3591987,0.75408643,1.1588167,0.0,2,0,0,0
532639668,30.657215541862914,-84.20850044583825,77.87909,45.02521,-0.0,-0.18655363,0.17763907,-1.8878113,0.3583464,0.7540597,1.1589134,0.0,2,0,0,0
532839671,30.657214437917403,-84.20850065934036,78.22462,45.37074,-0.0,-0.69490236,-0.1014223,-1.606057,0.36652312,0.75378275,1.1592731,0.0,2,0,0,0
533042868,30.65721267254464,-84.2085014362272,78.53194,45.677658,-0.0,-0.92739236,-0.2608105,-1.6022861,0.36982444,0.7535636,1.1590415,0.0,2,0,0,0
533242875,30.65721086647593,-84.2085024136635,78.85521,46.000225,-0.0,-0.83788824,-0.28219613,-1.7585462,0.36852136,0.75344086,1.1595404,0.0,2,0,0,0
533450079,30.657209488834088,-84.20850332708179,79.225266,46.369106,-0.0,-0.5083112,-0.16977529,-1.7735393,0.36481133,0.7534985,1.1596104,0.0,2,0,0,0
533650068,30.657209085888358,-84.20850380485703,79.5866,46.728863,-0.0,0.061414655,0.035171393,-1.7760613,0.36029434,0.7532336,1.159334,0.0,2,0,0,0
533857275,30.657209914567936,-84.2085037022423,79.92502,47.065334,-0.0,0.60618865,0.24325034,-1.4221474,0.35544956,0.7531159,1.1599863,0.0,2,0,0,0
534056468,30.657211428560625,-84.20850320753267,80.17938,47.3189,-0.0,0.7742151,0.31110758,-1.069718,0.35353562,0.75275975,1.1597329,0.0,2,0,0,0
534264468,30.657213074126897,-84.2085026040718,80.33654,47.47631,-0.0,0.7007919,0.2764127,-0.49569184,0.3520948,0.75257343,1.1597615,0.0,2,0,0,0
534463714,30.65721437468662,-84.20850213706281,80.35327,47.494514,-0.0,0.5345041,0.20703329,0.09344108,0.35332158,0.75223786,1.1601292,0.0,2,0,0,0
534663691,30.657215290157072,-84.20850183128137,80.24984,47.39378,-0.0,0.3435498,0.13090658,0.68897194,0.35511708,0.75192326,1.1598411,0.0,2,0,0,0
534870916,30.65721582206057,-84.2085016744568,80.01672,47.16408,-0.0,0.15879294,0.072025314,1.2642466,0.35455024,0.74940425,1.1583226,0.0,2,0,0,0
535070868,30.657215892058492,-84.20850166327908,79.728386,46.880005,-0.0,-0.10990175,0.021758575,1.1594428,0.35608122,0.7491961,1.1586401,0.0,2,0,0,0
535274068,30.657215461144425,-84.20850176852838,79.53655,46.691795,-0.0,-0.3095713,-0.0031268327,0.5860494,0.36476284,0.7491054,1.1591042,0.0,2,0,0,0
535482068,30.65721470794752,-84.20850197002393,79.489975,46.64759,-0.0,-0.41553703,-0.05908021,0.008903418,0.38574097,0.7491771,1.1591332,0.0,2,0,0,0
535681272,30.657213901387006,-84.20850222565457,79.57472,46.73334,-0.0,-0.44515964,-0.09100803,-0.5826336,0.4042659,0.749074,1.1594331,0.0,2,0,0,0
535888483,30.657213053440138,-84.20850256613188,79.79992,46.958065,-0.0,-0.4448662,-0.12712662,-1.1702781,0.4213213,0.7491954,1.1594633,0.0,2,0,0,0
536088470,30.657212245095707,-84.20850296942945,80.12691,47.283134,-0.0,-0.45185813,-0.16620941,-1.7168937,0.43638772,0.7491444,1.1591535,0.0,2,0,0,0
536287674,30.65721149776951,-84.20850342248643,80.55102,47.703762,-0.0,-0.43354234,-0.20351857,-2.2688692,0.4493188,0.749112,1.1588734,0.0,2,0,0,0
536495668,30.657210804334365,-84.20850387758604,81.08736,48.23539,-0.0,-0.3933956,-0.179285,-2.5234532,0.46008524,0.74928105,1.1588854,0.0,2,0,0,0
536694874,30.657210265350916,-84.20850426319411,81.56383,48.706745,-0.0,-0.34048712,-0.15777688,-2.1128852,0.46415272,0.7493333,1.1592342,0.0,2,0,0,0
536902868,30.657209853348274,-84.20850460246494,81.921684,49.06004,-0.0,-0.26816788,-0.12993416,-1.5450648,0.49778742,0.749534,1.1592463,0.0,2,0,0,0
537102068,30.657209616110993,-84.20850485094941,82.144165,49.27855,-0.0,-0.19020267,-0.08904282,-1.0785432,0.6521443,0.7495186,1.158977,0.0,2,0,0,0
537305302,30.657209542562384,-84.20850498926814,82.26315,49.39482,-0.0,-0.1192774,-0.052008897,-0.46306098,0.83843994,0.7494753,1.1592882,0.0,2,0,0,0
537505271,30.657209530598028,-84.20850503889423,82.268074,49.39837,-0.0,-0.12325837,-0.016553326,-0.097992025,0.93219936,0.7495113,1.1597489,0.0,2,0,0,0
537712468,30.65720950791722,-84.2085050601592,82.24796,49.37793,-0.0,-0.1088485,0.009501112,-0.070072144,0.9745493,0.7496595,1.159781,0.0,2,0,0,0
537912488,30.657209494061725,-84.20850508020155,82.25203,49.382088,-0.0,-0.09248594,0.028745664,-0.07038647,0.99221903,0.74962765,1.1594696,0.0,2,0,0,0
538111668,30.657209489198795,-84.20850509717188,82.27788,49.408173,-0.0,-0.10366607,0.04278807,-0.11741798,0.9971315,0.7496645,1.1591971,0.0,2,0,0,0
538319668,30.657209491883272,-84.20850512026509,82.29648,49.42717,-0.0,-0.09953995,0.049416132,-0.05762981,0.9931133,0.749903,1.1598221,0.0,2,0,0,0
538522868,30.65720951447833,-84.2085051579869,82.29967,49.430702,-0.0,-0.07585497,0.06363379,-0.013289666,0.98394436,0.75013477,1.1596769,0.0,2,0,0,0
538726068,30.657209578211038,-84.2085051937309,82.29898,49.43042,-0.0,-0.06671744,0.07754965,-0.0009456901,0.97106534,0.7503189,1.1593996,0.0,2,0,0,0
538926074,30.65720969328756,-84.20850521767903,82.2969,49.428833,-0.0,-0.050220232,0.11213776,0.0036928665,0.9570557,0.7506351,1.1598679,0.0,2,0,0,0
539133298,30.657209865377016,-84.20850519472911,82.30109,49.433537,-0.0,-0.025104107,0.13253185,-0.027693767,0.94318146,0.7510996,1.1598963,0.0,2,0,0,0
539333293,30.65721007369403,-84.20850514292077,82.30549,49.438442,-0.0,-0.014879684,0.14686114,-0.017317448,0.9334865,0.7513276,1.160198,0.0,2,0,0,0
539532468,30.657210318230025,-84.20850509013538,82.32147,49.45476,-0.0,0.013279013,0.15528621,-0.24258724,0.9300579,0.75156516,1.1599089,0.0,2,0,0,0
539740468,30.6572105910302,-84.20850504544566,82.43892,49.57172,-0.0,0.0027621011,0.14113845,-0.8398131,0.9349368,0.7520017,1.1599123,0.0,2,0,0,0
539939668,30.657210843109315,-84.20850502549675,82.677444,49.808582,-0.0,0.022669611,0.13527451,-1.239926,0.944724,0.7522252,1.1602523,0.0,2,0,0,0
540147686,30.657211134610765,-84.20850506399493,82.95479,50.083805,-0.0,0.040157467,0.09833256,-1.2226024,0.9546223,0.75262845,1.1602553,0.0,2,0,0,0
540346878,30.65721143769921,-84.2085051241008,83.20981,50.33659,-0.0,0.04892114,0.07366582,-1.2384903,0.96010756,0.7527369,1.1599405,0.0,2,0,0,0
540546868,30.657211732442626,-84.20850520766004,83.46284,50.587654,-0.0,0.029612562,0.0673236,-1.3038516,0.96088845,0.7528241,1.160267,0.0,2,0,0,0
540754074,30.65721195537418,-84.20850530040671,83.72975,50.852703,-0.0,-0.018142005,0.07376505,-1.3064256,0.9573602,0.75306344,1.1602559,0.0,2,0,0,0
540953276,30.65721204899634,-84.20850536335658,83.99753,51.118584,-0.0,-0.07508008,0.07909234,-1.4349749,0.95315,0.75306916,1.1599665,0.0,2,0,0,0
541161292,30.65721203005064,-84.2085054033952,84.29954,51.41871,-0.0,-0.110521995,0.090078086,-1.4938018,0.95001,0.7532583,1.1605881,0.0,2,0,0,0
541360477,30.657211921642432,-84.2085054034189,84.612144,51.72976,-0.0,-0.14250116,0.10308934,-1.5604388,0.94925344,0.7503472,1.1587281,0.0,2,0,0,0
541567725,30.657211775578656,-84.20850539887006,84.95378,52.069523,-0.0,-0.14880651,0.08096768,-1.6093351,0.9482495,0.7504839,1.1587259,0.0,2,0,0,0
541767710,30.657211595422893,-84.20850538225868,85.28061,52.394554,-0.0,-0.16742258,0.08960705,-1.653036,0.94659346,0.75037414,1.1590291,0.0,2,0,0,0
541974868,30.657211385472035,-84.20850534081805,85.63691,52.748955,-0.0,-0.17400214,0.08700517,-1.7144469,0.9448841,0.750475,1.159058,0.0,2,0,0,0
542174881,30.657211164783263,-84.2085052880352,85.984344,53.094494,-0.0,-0.18198118,0.08697474,-1.7163185,0.94281214,0.75032675,1.1593603,0.0,2,0,0,0
542370068,30.65721092734011,-84.20850523990465,86.321686,53.43003,-0.0,-0.1865763,0.07178804,-1.7545493,0.9411491,0.7500096,1.1587614,0.0,2,0,0,0
542578087,30.65721065219423,-84.20850520339674,86.69976,53.80619,-0.0,-0.19905059,0.06909805,-1.853692,0.94062346,0.75016415,1.1589108,0.0,2,0,0,0
542777280,30.65721040927492,-84.20850517531976,87.080864,54.185364,-0.0,-0.17829835,0.06896552,-1.9612261,0.9408862,0.7500563,1.1592356,0.0,2,0,0,0
542985275,30.65721016542505,-84.20850513114983,87.51308,54.615234,-0.0,-0.16467886,0.07616921,-2.1571105,0.94212884,0.75010914,1.1592307,0.0,2,0,0,0
543184468,30.657209949016007,-84.20850506798439,87.96454,55.06419,-0.0,-0.15032294,0.09504992,-2.282265,0.9432759,0.7499939,1.1589592,0.0,2,0,0,0
543384521,30.65720975242318,-84.20850496620481,88.42976,55.526875,-0.0,-0.14349644,0.11542723,-2.4043546,0.9451884,0.7498561,1.1586617,0.0,2,0,0,0
543583668,30.657209583721464,-84.20850483660496,88.91523,56.009613,-0.0,-0.10180955,0.10649936,-2.493384,0.94641215,0.7497248,1.15837,0.0,2,0,0,0
543790884,30.65720948293783,-84.20850472927576,89.40789,56.499287,-0.0,-0.06289744,0.093821615,-2.3879747,0.9483013,0.7498275,1.1590387,0.0,2,0,0,0
543990868,30.657209423330464,-84.20850466218084,89.89465,56.983303,-0.0,-0.053054236,0.071183324,-2.6068296,0.95044935,0.74972594,1.1587532,0.0,2,0,0,0
544194078,30.657209366639137,-84.20850461821153,90.44301,57.528835,-0.0,-0.050059017,0.05017387,-2.8870478,0.9521813,0.74962175,1.1584934,0.0,2,0,0,0
544394067,30.657209299763107,-84.20850459821777,91.050064,58.13289,-0.0,-0.061916888,0.04251954,-3.1279597,0.95284086,0.74961424,1.1589688,0.0,2,0,0,0
544593276,30.657209243890843,-84.20850458644311,91.69107,58.770504,-0.0,-0.0643809,0.03559769,-3.234673,0.9549798,0.7495673,1.1587038,0.0,2,0,0,0
544800502,30.657209172083263,-84.2085045580745,92.377045,59.453014,-0.0,-0.06892793,0.051227514,-3.4513798,0.95860225,0.74970067,1.1593326,0.0,2,0,0,0
545000475,30.657209091244525,-84.20850448708376,93.06215,60.134552,-0.0,-0.06111315,0.07586747,-3.541269,0.9618037,0.749657,1.1590407,0.0,2,0,0,0
545207668,30.657209015804746,-84.20850436566185,93.78831,60.85708,-0.0,-0.05236717,0.092486255,-3.6101418,0.96406424,0.7498101,1.1590921,0.0,2,0,0,0
545407668,30.65720898136968,-84.208504178066,94.51451,61.58007,-0.0,0.0011232835,0.15867633,-3.7070677,0.965411,0.74977773,1.1588022,0.0,2,0,0,0
545606868,30.657209157408598,-84.20850365841393,95.24494,62.307156,-0.0,0.18385497,0.4269716,-3.8220427,0.96567273,0.7497725,1.1591575,0.0,2,0,0,0
545814911,30.657209889446882,-84.20850222837586,96.02965,63.08612,-0.0,0.5503243,0.9418001,-3.824915,0.96599466,0.74992365,1.1591754,0.0,2,0,0,0
546010068,30.6572113026385,-84.20849969619213,96.75116,63.805733,-0.0,0.9583706,1.5110725,-3.6774683,0.9652997,0.749722,1.1592151,0.0,2,0,0,0
546217288,30.657213543668917,-84.20849576450478,97.466934,64.51668,-0.0,1.3027406,1.9538685,-3.3535519,0.963533,0.7499601,1.1593912,0.0,2,0,0,0
546417267,30.657216142145977,-84.20849119486002,98.11253,65.16017,-0.0,1.5042118,2.2225838,-3.3680058,0.9612195,0.74991155,1.1590946,0.0,2,0,0,0
546617268,30.657218993542408,-84.2084861922191,98.7857,65.831314,-0.0,1.6189879,2.357798,-3.6090045,0.9613055,0.74991184,1.1588405,0.0,2,0,0,0
546824468,30.657222075756255,-84.20848082808988,99.51572,66.55965,-0.0,1.6789659,2.4084828,-3.6024458,0.96287656,0.7500927,1.158875,0.0,2,0,0,0
547023668,30.657225024612426,-84.20847568801565,100.22866,67.271645,-0.0,1.6623604,2.3687904,-3.6941903,0.96349925,0.7501107,1.158638,0.0,2,0,0,0
547231680,30.65722793542261,-84.20847058109165,101.015625,68.05797,-0.0,1.545673,2.2146127,-3.9490218,0.96219933,0.7502837,1.1592907,0.0,2,0,0,0
547430868,30.65723043266068,-84.20846614743758,101.825134,68.86644,-0.0,1.4059981,2.0139873,-3.977593,0.96098644,0.75030816,1.1590501,0.0,2,0,0,0
547638098,30.65723273076297,-84.20846205182418,102.64415,69.68472,-0.0,1.2442423,1.794227,-3.8213375,0.95909905,0.7504923,1.1590881,0.0,2,0,0,0
547834068,30.657234600074126,-84.2084586890821,103.3821,70.42223,-0.0,1.0818709,1.5716552,-3.7968557,0.95336694,0.75034446,1.159269,0.0,2,0,0,0
548041325,30.65723627610741,-84.2084556622821,104.15075,71.190765,-0.0,0.94001293,1.3506304,-3.7557228,0.94458854,0.7504903,1.1593276,0.0,2,0,0,0
548241271,30.65723768642502,-84.20845324522782,104.902054,71.94179,-0.0,0.83862,1.1279728,-3.858891,0.9396036,0.7504098,1.159653,0.0,2,0,0,0
548448467,30.65723896757062,-84.20845120758526,105.712814,72.75227,-0.0,0.7428415,0.9450783,-3.9513884,0.9390302,0.75056744,1.1591002,0.0,2,0,0,0
548648468,30.657240045712648,-84.20844964906036,106.50044,73.53967,-0.0,0.63365823,0.77570724,-3.942329,0.943338,0.75053215,1.1594437,0.0,2,0,0,0
548855708,30.65724100850383,-84.20844838857631,107.30226,74.34147,-0.0,0.53573143,0.6440434,-3.9023573,0.9506103,0.7506867,1.1594911,0.0,2,0,0,0
549054868,30.65724181073262,-84.20844736455295,108.07602,75.11523,-0.0,0.4821539,0.59635526,-3.9637718,0.9567738,0.75069267,1.1592549,0.0,2,0,0,0
549254876,30.657242622635803,-84.20844631066916,108.8463,75.88568,-0.0,0.5098745,0.6476044,-3.7539697,0.9608531,0.7506771,1.159602,0.0,2,0,0,0
549462077,30.657243622992436,-84.20844499839541,109.55609,76.596054,-0.0,0.5993519,0.78072464,-3.2765517,0.9633316,0.74856114,1.1581197,0.0,2,0,0,0
549662068,30.657244823046383,-84.20844333444656,110.19089,77.23205,-0.0,0.7340049,0.98058647,-3.3521664,0.964599,0.7508509,1.1593997,0.0,2,0,0,0
549869276,30.657246337192205,-84.20844112424122,110.89438,77.93668,-0.0,0.8567224,1.1641672,-3.5350704,0.9643395,0.7486884,1.1579127,0.0,2,0,0,0
550069272,30.657247999704385,-84.20843860704669,111.63986,78.683716,-0.0,0.9413182,1.3054327,-3.9191644,0.96306753,0.7486526,1.1576442,0.0,2,0,0,0
550272476,30.657249826372418,-84.20843576511118,112.50183,79.54634,-0.0,0.9912128,1.4065263,-4.461808,0.96265775,0.74864566,1.1574194,0.0,2,0,0,0
550472475,30.65725170447417,-84.2084327939233,113.47714,80.52172,-0.0,1.0382912,1.4601485,-5.032578,0.9620321,0.74873513,1.1579278,0.0,2,0,0,0
550679673,30.657253699389017,-84.2084296659954,114.60298,81.6467,-0.0,1.0841011,1.4553156,-5.553285,0.9594341,0.74895966,1.1574172,0.0,2,0,0,0
550878875,30.65725566035771,-84.20842666211527,115.75496,82.79672,-0.0,1.086514,1.4667189,-5.7271976,0.9585989,0.74900615,1.1571827,0.0,2,0,0,0
551078877,30.65725765239931,-84.20842360047824,116.913574,83.953,-0.0,1.1019316,1.49285,-5.729143,0.95786166,0.74907196,1.1575571,0.0,2,0,0,0
551286068,30.657259739872476,-84.20842031946911,118.09137,85.128006,-0.0,1.1049646,1.5619767,-5.7090344,0.95689994,0.74931157,1.157656,0.0,2,0,0,0
551486068,30.65726176140867,-84.20841702253767,119.22368,86.258194,-0.0,1.1151384,1.6002134,-5.7223563,0.95500886,0.7493159,1.15802,0.0,2,0,0,0
